Entity;Type;Link;latitude;longitude;geocode_query;geocode_status;Subfolder;SourceFileStem;distance_to_dresden_km
Loschwiz;Location;https://de.wikipedia.org/wiki/Loschwitz;51.0555235;13.8154546;Loschwitz;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000084.tif.original;5.492431569916458
Kurfürstliches Schloss Übigau;Location;https://de.wikipedia.org/wiki/Schloss_Übigau;51.0694125;13.6987878;Schloss Übigau;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000085.tif.original;3.4225100130940564
Friedrichstädter Allee;Location;;51.0603608;13.7278829;Friedrichstadt Allee;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000085.tif.original;1.2884031817075432
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000086.tif.original;17.198782687222987
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000086.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000087.tif.original;0.13293315314514328
Plauenschen Grunde;Location;https://de.wikipedia.org/wiki/Plauenscher_Grund;51.0230112;13.699525;Plauenscher Grund;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000087.tif.original;4.031320384215671
Weiseritz;Location;https://de.wikipedia.org/wiki/Weiseritz;51.0191561;13.677797;Weißeritz;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000088.tif.original;5.420478851941373
Plauenscher Grund;Location;https://de.wikipedia.org/wiki/Plauenscher_Grund;51.0230112;13.699525;Plauenscher Grund;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000088.tif.original;4.031320384215671
Potschappel;Location;https://de.wikipedia.org/wiki/Potschappel;51.0131482;13.662626;Potschappel;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000089.tif.original;6.6653038173329
Tharand;Location;https://de.wikipedia.org/wiki/Tharandt;50.9853391;13.5794907;Tharandt;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000089.tif.original;13.198209070619207
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000097.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000098.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000099.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000029.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000035.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000039.tif.original;0.13293315314514328
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000039.tif.original;17.198782687222987
Brühlischer Garten;Location;https://de.wikipedia.org/wiki/Brühlischer_Garten;51.0528256;13.7449443;Brühlscher Garten;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000042.tif.original;0.598545920766925
Brücke;Location;;51.0644862;13.6986755;Brücke;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000042.tif.original;3.1209937001273174
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000043.tif.original;0.13293315314514328
Residenzschloss Dresden;Location;https://de.wikipedia.org/wiki/Residenzschloss_Dresden;51.0525674;13.7366105;Residenzschloss Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000043.tif.original;0.24577605419692458
Rüstkammer;Location;;51.0525437;13.7374376;Rüstkammer;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000043.tif.original;0.238562861861314
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000044.tif.original;0.33444218636878353
Japanisches Palais;Location;https://de.wikipedia.org/wiki/Japanisches_Palais_(Dresden);51.0598716;13.737341;Japanisches Palais;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000044.tif.original;1.053199220547425
Münzkabinet (Münzkabinett);Location;https://de.wikipedia.org/wiki/Dresdner_M%C3%BCnzkabinett;51.0530006;13.7382396;Münzkabinett;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000045.tif.original;0.29653849866314114
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000046.tif.original;0.13293315314514328
Kreuzkirche;Location;https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden);51.0487258;13.7392255;Kreuzkirche;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000047.tif.original;0.22972383500968407
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000047.tif.original;17.198782687222987
Katholische Hofkirche;Location;https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden);51.0534998;13.7373501;Katholische Hofkirche;ok;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000048.tif.original;0.3447002989029597
Loschewiz;Location;https://de.wikipedia.org/wiki/Loschwitz;51.0555235;13.8154546;Loschwitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000168.tif.original;5.492431569916458
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz;51.0126628;13.8713801;Pillnitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000168.tif.original;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000168.tif.original;0.13293315314514328
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000170.tif.original;10.272337221479125
Borsberg;Location;;51.0127446;13.8958848;Borsberg;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000170.tif.original;11.853906116791585
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000170.tif.original;17.198782687222987
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz;51.0126628;13.8713801;Pillnitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000171.tif.original;10.272337221479125
Schloss Pillnitz;Location;https://de.wikipedia.org/wiki/Schloss_Pillnitz;51.0087637;13.8688717;Schloss Pillnitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000171.tif.original;10.300291033070446
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000172.tif.original;0.13293315314514328
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000172.tif.original;17.198782687222987
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000175.tif.original;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000179.tif.original;0.13293315314514328
Friedrichsstädtter Allee;Location;https://de.wikipedia.org/wiki/Friedrichstadt_(Dresden);51.0603608;13.7278829;Friedrichstadt Allee;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000180.tif.original;1.2884031817075432
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000181.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000182.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000185.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000186.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000187.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000188.tif.original;0.13293315314514328
Dreess;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000194.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000195.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000196.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000198.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000202.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000203.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000204.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000208.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000210.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000214.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000216.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000217.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000218.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000219.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000226.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000227.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000228.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000229.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000133.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000134.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000136.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000137.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000138.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000139.tif.original;0.13293315314514328
Kreuzkirche;Location;https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden);51.0487258;13.7392255;Kreuzkirche;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000142.tif.original;0.22972383500968407
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000142.tif.original;0.13293315314514328
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000144.tif.original;0.33444218636878353
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000145.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000146.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000149.tif.original;0.13293315314514328
Brühlschen;Location;https://de.wikipedia.org/wiki/Br%C3%BChl_(Sachsen);51.0521957;13.7452865;Brühlschen;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000153.tif.original;0.5928902758133366
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000155.tif.original;0.13293315314514328
Brühlische Garten;Location;https://de.wikipedia.org/wiki/Brühlscher_Garten;51.0528256;13.7449443;Brühlscher Garten;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000155.tif.original;0.598545920766925
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000156.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000160.tif.original;0.13293315314514328
Zwinger;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);51.0530296;13.7349775;Zwinger;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000161.tif.original;0.33444218636878353
Wibigau;Location;;51.0713098;13.6931327;Übigau;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000162.tif.original;3.8643718264329587
Elbthal;Location;;51.0842975;13.6385178;Elbthal;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000162.tif.original;7.864559360845458
Japanisches Palais;Location;https://de.wikipedia.org/wiki/Japanisches_Palais;51.0598716;13.737341;Japanisches Palais;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000162.tif.original;1.053199220547425
Großer Garten;Location;https://de.wikipedia.org/wiki/Großer_Garten_(Dresden);51.0370109;13.7673639;Großer Garten;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000162.tif.original;2.5756810819047247
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000162.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000163.tif.original;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000164.tif.original;0.13293315314514328
Plaunsche Grund;Location;;51.0230112;13.699525;Plauenscher Grund;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;4.031320384215671
Loschewiker Grund;Location;;51.0587389;13.8372708;Loschwitz Grund;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;7.048712956279255
Pillnik;Location;https://de.wikipedia.org/wiki/Pillnitz;51.0126628;13.8713801;Pillnitz;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;10.272337221479125
Moritzburg;Location;https://de.wikipedia.org/wiki/Moritzburg;51.1592018;13.6819406;Moritzburg;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;12.700644687472689
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;0.13293315314514328
Tharand;Location;https://de.wikipedia.org/wiki/Tharandt;50.9853391;13.5794907;Tharandt;ok;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original;13.198209070619207
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;176;0.13293315314514328
Pirna;Location;https://de.wikipedia.org/wiki/Pirna;50.9616923;13.9386643;Pirna;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;176;17.198782687222987
Pillnitz;Location;https://de.wikipedia.org/wiki/Pillnitz_(Dresden);51.0126628;13.8713801;Pillnitz;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;179;10.272337221479125
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;182;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;183;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;185;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;187;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;190;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;191;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;192;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;193;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;200;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;201;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;202;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;203;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;207;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;209;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;210;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;211;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;214;0.13293315314514328
Plauenscher Grund;Location;https://de.wikipedia.org/wiki/Plauenscher_Grund;51.0230112;13.699525;Plauenscher Grund;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;215;4.031320384215671
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;217;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;220;0.13293315314514328
Dresdner;Location;https://de.wikipedia.org/wiki/Dresden;51.0880641;13.8669259;Dresdner;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;222;9.978732748984063
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;223;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;224;0.13293315314514328
Dresden;Location;https://de.wikipedia.org/wiki/Dresden;51.0493286;13.7381437;Dresden;ok;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;225;0.13293315314514328
