Entity;Type;Link;latitude;longitude;geocode_query;geocode_status;Subfolder;SourceFileStem
Yirenf;Location;;;;Yirenf;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000019.tif.original
St. Loretokapell;Location;https://de.wikipedia.org/wiki/Loreto‑Kapelle_(Dresden);;;St. Loreto Kapelle;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000027.tif.original
Graf Coselische (Schloss Cosel);Location;https://de.wikipedia.org/wiki/Schloss_Cosel;;;Schloss Cosel;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000028.tif.original
Katholische Kirche (Dresdner Kathedrale);Location;https://de.wikipedia.org/wiki/Dresdner_Kathedrale;;;Katholische Hofkirche (Dresdner Kathedrale);no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000028.tif.original
schweizer‑Wache;Location;;;;Schweizer Wache;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000028.tif.original
Audienz Zimmer;Location;https://de.wikipedia.org/wiki/Residenzschloss_Dresden;;;Audienzzimmer;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000030.tif.original
Spiegel‑ oder Damenzimmer;Location;https://de.wikipedia.org/wiki/Residenzschloss_Dresden;;;Spiegelzimmer;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000030.tif.original
Pfalzbaiern;Location;;;;Pfalzbaiern;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000030.tif.original
Schossargasse;Location;;;;Schossargasse;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000036.tif.original
grüne Gewölbè;Location;;;;Grüne Gewölbe;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000036.tif.original
Zwinger‑Gebäude;Location;https://de.wikipedia.org/wiki/Zwinger_(Dresden);;;Zwinger-Gebäude;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000045.tif.original
Einsiedler-Stube;Location;https://de.wikipedia.org/wiki/Einsiedlerstube;;;Einsiedlerstube;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000046.tif.original
Korallen‑Kabinett;Location;https://de.wikipedia.org/wiki/Kabinett_der_Korallen;;;Korallen-Kabinett;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000046.tif.original
SchnecBergh;Location;;;;SchnecBergh;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000048.tif.original
Bologneser;Location;;;;Bologneser Straße;no_results;059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam;00000048.tif.original
Mogul Reich;Location;;;;Mogul Reich;no_results;060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland;360
kirfürstliche Kapelle;Location;;;;Kurfürstliche Kapelle;no_results;060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland;372
Zhorn;Location;;;;Zhorn;no_results;061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000143.tif.original
Ban­terstadt;Location;;;;Ban­terstadt;no_results;061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000144.tif.original
Reisewitzschg Garten;Location;;;;Reisewitz Garten;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000106.tif.original
Danemarck;Location;https://de.wikipedia.org/wiki/Dänemark;;;Danemarck;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000112.tif.original
Pirnaischen Schlage;Location;;;;Pirnaisches Schloss;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000119.tif.original
Seethore;Location;;;;Seethore;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000119.tif.original
Churprinzlichen Palais;Location;;;;Kurprinzliches Palais;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000120.tif.original
Brüderergäße;Location;;;;Brüderergasse;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000120.tif.original
Glockenslafge;Location;;;;Glockensaal;no_results;062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000120.tif.original
Witgesnau;Location;;;;Wittgensau;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000083.tif.original
Meißnischen;Location;;;;Meißnische Schweiz;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000091.tif.original
Weißbuchhen;Location;;;;Weißbuchhen;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000093.tif.original
Brühlsche Vildergallerie;Location;https://de.wikipedia.org/wiki/Br%C3%BChlsche_Terrasse;;;Brühlsche Bildergalerie;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000098.tif.original
Reisewitschen Garten;Location;;;;Reisewitschen Garten;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000101.tif.original
Weiberitz;Location;;;;Weiberitz;no_results;063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen;00000103.tif.original
Karlshad;Location;;;;Karlshad;no_results;067_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland;75
Böhmischen Felsenwegen;Location;;;;Böhmischer Felsenweg;no_results;067_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland;75
Hu-berstburg;Location;;;;Hu-berstburg;no_results;072_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th;62
Fürstlicher Sitz;Location;;;;Fürstlicher Sitz;no_results;072_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th;63
Meissner Elbbrücke;Location;https://de.wikipedia.org/wiki/Meißner_Elbbrücke;;;Meißner Elbbrücke;no_results;075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;198
Princess Antonischten Garten;Location;https://de.wikipedia.org/wiki/Antonischer_Garten;;;Antonischer Garten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;155
Wirthshausel;Location;;;;Wirthshausel;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;155
Richterscher Garten;Location;;;;Richterscher Garten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;156
Elggütch;Location;;;;Elggütch;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;158
Deutsch-Oügen;Location;;;;Deutsch-Oügen;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;162
Hüthen;Location;;;;Hüthen;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;162
Obernreit in Franken;Location;;;;Obernreit in Franken;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;164
Wißdrauer Tor;Location;https://de.wikipedia.org/wiki/Wißdrufer_Tor;;;Wißdrufer Tor;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;169
Plauischer Grund;Location;;;;Plauischer Grund;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;169
Commothau;Location;;;;Commothau;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;170
Creuzthurlm;Location;;;;Creuzthurlm;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;174
Vitzthumschen;Location;;;;Vitzthumschen;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;174
Flemming'schen Pallais;Location;https://de.wikipedia.org/wiki/Flemming-Palais_(Dresden);;;Fleming'sches Palais;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;174
Wilfsdrufers Thore;Location;;;;Wilhelm'scher Tor;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;175
Riescheschen Garten;Location;;;;Riescheschen Garten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;178
Schwebd;Location;;;;Schwebd;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;178
Dasdorf;Location;;;;Dasdorf;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;179
Pallasien;Location;;;;Pallasien;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;180
Elbuer;Location;;;;Elbuer;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;180
Statue Augusts II;Location;https://de.wikipedia.org/wiki/August_der_Starke;;;Augustus II Statue;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;180
Brühlsche Bildergallerie;Location;;;;Brühlsche Galerie;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;181
Altdresden;Location;;;;Altdresden;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;182
Brandruthe;Location;;;;Brandruthe;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;184
Feuerzange;Location;;;;Feuerzange;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;184
Russkammer;Location;;;;Russkammer;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;185
Hoheitgarten;Location;;;;Hoheitgarten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;185
Mozinska;Location;;;;Mozinska;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;185
Reisewitzens;Location;;;;Reisewitzens;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;185
Brühlsche Bildergallerie;Location;;;;Brühlsche Galerie;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;185
Uibisgau;Location;;;;Uibisgau;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;186
Wilsdruffer Thore;Location;https://de.wikipedia.org/wiki/Wilsdruffer_Tor;;;Wilsdruffer Tor;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;187
Gut stdt;Location;;;;Gut stdt;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;187
Schainburg;Location;;;;Schainburg;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;189
Madazin;Location;;;;Madazin;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;189
Schwäbischer Reichskreis;Location;;;;Schwäbischer Reichskreis;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;190
Kurfürstbayerische Lande;Location;;;;Kurfürstbayerische Lande;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;190
Sächsischen Landes;Location;https://de.wikipedia.org/wiki/Sachsen;;;Sächsisches Land;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;191
preußischen Staaten;Location;https://de.wikipedia.org/wiki/Preußen;;;preußischen Staaten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;191
Kaiserlichen Staaten;Location;;;;Kaiserlichen Staaten;no_results;076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791;195
Elbbrücke (Dresden);Location;https://de.wikipedia.org/wiki/Elbbr%C3%BCcke_(Dresden);;;Elbbrücke (Dresden);no_results;080_1794_Reise_in_Deutschland,_der_Schweiz,_Italien_und_Sicilien;398
Terrasse des Brühlschen Gartens;Location;https://de.wikipedia.org/wiki/Br%C3%BChlscher_Garten;;;Terrasse des Brühlschen Gartens;no_results;080_1794_Reise_in_Deutschland,_der_Schweiz,_Italien_und_Sicilien;398
Mieglitz;Location;https://de.wikipedia.org/wiki/M%C3%B6glitz;;;Möglitz;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000067.tif.original
Elbsteine;Location;https://de.wikipedia.org/wiki/Elbsteine;;;Elbsandsteine;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000074.tif.original
Pariser Bastille;Location;;;;Pariser Bastille;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000075.tif.original
Okerwitzer Mühle;Location;https://de.wikipedia.org/wiki/Okerwitzer_M%C3%BChle;;;Okerwitz Mühle;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000083.tif.original
Okerwitz;Location;https://de.wikipedia.org/wiki/Okerwitz;;;Okerwitz;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000083.tif.original
Ostrawiese;Location;;;;Ostrauer Wiese;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000085.tif.original
Ostraallee;Location;;;;Ostrauer Allee;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000085.tif.original
Marmorhütte;Location;;;;Marmorhütte (Pirna);no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000085.tif.original
Linkische Bad;Location;;;;Linkische Bad;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000086.tif.original
Neustädter Lindenallee;Location;;;;Neustädter Lindenallee;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000086.tif.original
Reisewischen Garten;Location;;;;Riesewiesen Garten;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000087.tif.original
Hegereutters;Location;;;;Hegerau;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000088.tif.original
Tharander Bergschlosses;Location;;;;Tharandter Bergschloss;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000089.tif.original
Thales Pfad;Location;;;;Thalespfad;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000091.tif.original
Geberden;Location;;;;Geberden;no_results;081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000102.tif.original
Ostindien;Location;https://de.wikipedia.org/wiki/Ostindien;;;Ostindien;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000028.tif.original
Marseller Zierathen;Location;;;;Marseller Zierathen;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000035.tif.original
Magazinführen;Location;;;;Magazinführen;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000036.tif.original
Altdresden;Location;https://de.wikipedia.org/wiki/Altstadt_(Dresden);;;Altdresden;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000039.tif.original
Brickc;Location;;;;Brickc;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000041.tif.original
Vikthumische Palais;Location;;;;Vikthumische Palais;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000044.tif.original
Kurfürstliche Bibliothek;Location;https://de.wikipedia.org/wiki/Staatsbibliothek_Dresden;;;Kurfürstliche Bibliothek;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000045.tif.original
Dasdorf;Location;;;;Dasdorf;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000046.tif.original
Dellberge;Location;;;;Delleberg;no_results;082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg;00000047.tif.original
Lustschloß Uebigen;Location;;;;Lustschloss Übigau;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000168.tif.original
Naumannische Weinberg;Location;https://de.wikipedia.org/wiki/Naumann%27scher_Weinberg;;;Naumann'scher Weinberg;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000168.tif.original
Seefers;Location;;;;Seefers;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000170.tif.original
Vorsberg;Location;https://de.wikipedia.org/wiki/Vorsberg;;;Vorsberg;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000171.tif.original
Elbbrücke (Dresden);Location;https://de.wikipedia.org/wiki/Elbbrücke_(Dresden);;;Elbbrücke (Dresden);no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000179.tif.original
Lehmannisches Bad;Location;https://de.wikipedia.org/wiki/Lehmannsches_Bad;;;Lehmannsches Bad;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000181.tif.original
Kurfürstliches Haus;Location;https://de.wikipedia.org/wiki/Residenzschloss_(Dresden);;;Kurfürstliches Haus;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000211.tif.original
Knickzbach;Location;;;;Knickzbach;no_results;087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000219.tif.original
Anspach‑Bayreuth;Location;;;;Anspach‑Bayreuth;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000133.tif.original
Altdresden;Location;;;;Altdresden;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000143.tif.original
Churftüsten;Location;;;;Churftüsten;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000145.tif.original
Graaflich Bünauischen;Location;https://de.wikipedia.org/wiki/Bünau_(Sachsen);;;Graaflich Bünauischen;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000153.tif.original
Renfersee;Location;;;;Renfersee;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000159.tif.original
Parthien;Location;;;;Parthien;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000163.tif.original
Lehmannisches Bad;Location;https://de.wikipedia.org/wiki/Lehmannsches_Bad;;;Lehmannsches Bad;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000163.tif.original
Hofbuchsauspielhause;Location;;;;Hofbuchsauspielhause;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000164.tif.original
Naumanns Weinberg;Location;;;;Naumann's Weinberg;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original
Vorsberg;Location;;;;Vorsberg;no_results;088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften;00000165.tif.original
Lehrmannisches Bad;Location;https://de.wikipedia.org/wiki/Lehrmannisches_Bad;;;Lehrmannisches Bad;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;185
Pfalzweibrücken;Location;;;;Pfalzweibrücken;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;187
Hoffsitthen;Location;;;;Hoffsitthen;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;202
Dasdorf;Location;;;;Dasdorf;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;211
Hofhalle;Location;https://de.wikipedia.org/wiki/Hofhalle_(Dresden);;;Hofhalle;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;221
Kaiz Rod;Location;;;;Kaiserrode;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;225
Neusserre;Location;;;;Neusserre;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;239
Lonsdon;Location;;;;Lonsdon;no_results;090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;239
Italienisches Dorf;Location;;;;Italienisches Dorf;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;145
Altdresden;Location;;;;Altdresden;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;145
Altdresden;Location;https://de.wikipedia.org/wiki/Altdresden;;;Altdresden;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;148
Palais des Grafen Marcolini;Location;;;;Palais des Grafen Marcolini;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;149
Schalkischen Gemach;Location;;;;Schalkisches Gemach;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;154
Antiken‑Kabinet;Location;;;;Antiken Kabinett;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;155
Rükammever;Location;;;;Rükammever;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;159
Uibigau;Location;;;;Uibigau;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;166
Palais des Prinzen Marx;Location;;;;Palais des Prinzen Marx;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;166
Linkisches Bad;Location;;;;Linkisches Bad;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;167
Coschewitzer Grund;Location;;;;Cossewitz Grund;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;169
Naumanns Weinberg;Location;https://de.wikipedia.org/wiki/Naumanns_Weinberg;;;Naumann's Weinberg;no_results;091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands;169
Kurfürstliche Galerie;Location;https://de.wikipedia.org/wiki/Kurfürstliche_Galerie_(Dresden);;;Kurfürstliche Galerie;no_results;093_1795_Bemerkungen_auf_einer_Reise_von_Kopenhagen_nach_Wien_im_Jahr_1793;58
Gärten der Prinzen;Location;https://de.wikipedia.org/wiki/G%C3%A4rten_der_Prinzen;;;Gärten der Prinzen;no_results;093_1795_Bemerkungen_auf_einer_Reise_von_Kopenhagen_nach_Wien_im_Jahr_1793;65
Preußischer Staat;Location;;;;Preußischer Staat;no_results;095_1796_Reisen_durch_Deutschland,_Frankreich,_England_und_Holland_in_verschiedener,_besonders_politischer_Hi;207
Rolandssäulen;Location;;;;Rolandssäulen;no_results;095_1796_Reisen_durch_Deutschland,_Frankreich,_England_und_Holland_in_verschiedener,_besonders_politischer_Hi;210
Zehist;Location;;;;Zehist;no_results;097_1796_Wanderungen_durch_die_Niederlande,_Deutschland,_die_Schweiz_und_Italien_1793_und_1794;499
Elbbücke;Location;https://de.wikipedia.org/wiki/Augustusbr%C3%BCcke_(Dresden);;;Elbbücke;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;32
Hollandisches Palais;Location;https://de.wikipedia.org/wiki/Hollandisches_Palais;;;Hollandisches Palais;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;33
Brühlscher Palast;Location;https://de.wikipedia.org/wiki/Brühlscher_Palast;;;Brühlscher Palast;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;33
Linkisches Bad;Location;;;;Linkisches Bad;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;33
Churfürstlicher Garten;Location;;;;Kurfürstlicher Garten;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;33
Plauischer Grund;Location;;;;Plauischer Grund;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;33
Pretlin;Location;;;;Pretlin;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;36
Preßsch;Location;;;;Preßsch;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;36
Pastellzimmer;Location;;;;Pastellzimmer;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;38
Galerie der Vögel;Location;;;;Galerie der Vögel;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;41
Rastcammer;Location;;;;Rastkammer;no_results;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;47
Seimensdorf;Location;https://de.wikipedia.org/wiki/Seimensdorf;;;Seimensdorf;no_results;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;54
Kührhaus;Location;;;;Kührhaus;no_results;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;54
Herculanischen;Location;;;;Herculanischer Saal;no_results;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;59
Tödtens‑frille;Location;;;;Tödtens‑frille;no_results;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;62
